article_path,question,answer
train/208.txt,HARBOUR.SPACE @UTCC เป็น Disruptive university จากประเทศอะไร,สเปน
train/208.txt,HARBOUR.SPACE @UTCC โดดเด่นในเรืองอะไร,การควบรวมเรื่อง Design Business Technology เข้าไว้ด้วยกัน
train/208.txt,โปรแกรม 3+3+4 หมายถึงอะไร,เรียนคลาสละ 3 สัปดาห์ 3 ชม./วัน ทำงานจริงใน project ของบริษัท SCG 4 ชม./วัน 
train/208.txt,HARBOUR.SPACE @UTCC ร่วมมือกับมหาวิทยาลัยใดในประเทศไทย,มหาวิทยาลัยหอการค้าไทย
train/208.txt,SCG มีทุนการศึกษาที่ครอบคลุม tuition fee ตลอดหลักสูตร 2 ปี มูลค่าเท่าใด,"45,800 ยูโร"
train/208.txt,หมดเขตรับสมัครเมื่อไร,30 มิถุนายน 63
train/208.txt,ทุนค่าสมัครเรียนแบบ Full Application มีมูลค่าเท่าไร,125 ยูโร
train/208.txt,T-shaped skills เป็นอย่างไร,รู้ให้ลึกเหมือนเส้นตรงแนวดิ่งของหางตัว T และรู้ให้รอบเสมือนแขนซ้ายขวาที่ครอบหางตัว T ไว้
train/209.txt,WEDO เป็นหน่วยงานของที่ใด,บริษัท เอสซีจี ซิเมนต์–ผลิตภัณฑ์ก่อสร้าง จำกัด
train/209.txt,WEDO มองหา Talent แบบไหน,ความรู้แบบ Technical Skill ได้ แต่ยังต้องดู Soft skill และ Mindset ประกอบกันด้วย
train/209.txt,ใครได้รับทุนจาก SCG,กุลธิดา ภูมินา
train/209.txt,ผู้ได้รับทุนมีโอกาสในการร่วมงานกับทีมใดของ WEDO,ทีม Digital Intelligence
train/209.txt,การชิงทุนการศึกษาจัดขึ้นเมื่อใด,ทีม Digital Intelligence
train/209.txt,การชิงทุนการศึกษาจัดขึ้นภายใต้ชื่องานอะไร,WEDO x Harbour.Space @UTCC Audition Day 2020
train/209.txt,การชิงทุนการศึกษาจัดในรูปแบบใด,Audition Day
train/209.txt,Fearless หมายถึงอะไร,ออกจาก comfort zone มาเผชิญความกลัว แล้วใส่ความกล้า เดินหน้าเต็มกำลัง
train/209.txt,บททดสอบใน Audition Day มีกี่ด่าน,3 ด่าน
train/209.txt,Challenge#2: Test ชี้วัดความสามารถด้านใด,logical thinking
train/209.txt,เกมที่ได้รับการขนานนามว่าเป็น Game of 21st Century Skills คือเกมอะไร,เกม ANACADE
train/209.txt,เกม ANACADE ช่วยชี้วัดในด้านใด,"ด้าน Collaboration, Communication, Critical Thinking, Creativity รวมทั้ง Mindset สำคัญอย่าง Humble และ fearless"
train/210.txt,ในธุรกิจใหม่ องค์กรมองหาคนแบบไหน,คนที่มี Talent
train/210.txt,Digital Office อยากเป็นอะไร,ต้นแบบของ The Next Generation ของ Talent ในยุดถัดไป
train/210.txt,ระบบเศรษฐกิจยุคใหม่มีชื่อเรียกว่าอะไร,Digital Economy หรือ Creative Economy
train/210.txt,การทำทรานส์ฟอร์เมชั่น ต้องเริ่มที่ใด,เริ่มที่คน เริ่มจากผู้บริหารลงมาถึงคนที่เล็กที่สุด
train/210.txt,สิ่งที่สำคัญกว่าความสามารถคืออะไร,ชุดความคิด (Mindset) และ Passion
train/210.txt,หางและหัวตัว T ใน T-shape Professional หมายถึงอะไร,หางตัว T คือ เทคโนโลยี หัวตัว T คือ เข้าใจลูกค้า
train/210.txt,พันธกิจหลักของ ​Digital Office มีกี่ระดับ,3 ระดับ
train/210.txt,พันธกิจหลักระดับแรกของ ​Digital Office คืออะไร,การช่วยทรานส์ฟอร์ม SCG CBM ให้สำเร็จ จากบริษัทที่ผลิตวัสดุก่อสร้างให้เป็น Experience Company
train/210.txt,พันธกิจหลักระดับสุดท้ายของ ​Digital Office คืออะไร,การขับเคลื่อนระดับประเทศ
train/211.txt,Digital Compretency มีกี่ด้าน,"มีทั้งหมด 5 ด้าน คือ 1.ความสามารถในการเข้าใจข้อมูลที่เป็นดิจิทัล เช่น ข้อมูลที่มาจากเว็บไซต์ขององค์กร มาจาก IG, Twitter, Facebook ต่างกันอย่างไร 2.การผลิตข้อมูลที่เป็นดิจิทัล 3.เรื่องความปลอดภัยและความเป็นส่วนตัว 4.ความสามารถในการใช้สื่อดิจิทัล และ 5.การสร้างคอนเทนต์ได้เอง"
train/211.txt,จะทำนวัตกรรมสำเร็จ ต้องประกอบไปด้วย 3 องค์ประกอบคืออะไร,Designable (ลูกค้าอยากได้) ​Practical (เป็นธุรกิจที่ทำได้จริงต้นทุนไม่สูงเกินไป) และ Feasible (ต้องทำเงิน)
train/211.txt,องค์ประกอบ Designable ต้องการอะไร?,Creativity และ Empathy
train/211.txt,องค์ประกอบ Practical ต้องการอะไร?,Critical Thinking
train/211.txt,องค์ประกอบ Feasible ต้องการอะไร?,Growth Mindset
train/211.txt,เวลาพัฒนาธุรกิจเมื่อก่อน เรียกว่าอะไร?,strategic Project
train/211.txt,"""ดิจิทัลไม่ใช่คำตอบ ข้อมูล และ วิทยาศาสตร์ข้อมูล เป็นแค่เครื่องมือ"" แล้วคำตอบที่แท้จริงคืออะไร?",เมื่อมีสิ่งเหล่านี้แล้วจะทำให้ลูกค้ามีความสุขมากกว่าคู่แข่งได้อย่างไร
train/211.txt,ข้อมูลมูลค่าสูงที่ Facebook และ Google มี ได้มาจากไหน?,คนใช้งานสร้างขึ้น
train/211.txt,ระบบเศรษฐกิจยุคใหม่ วัตถุดิบที่สำคัญคือ?,ข้อมูล
train/212.txt,โลกในอนาคตค้องการคนแบบไหน,ไม่ต้องการคนเรียนจบมาเฉพาะสายอีกต่อไป ความเป็น Specialist มันไม่ตอบโจทย์ตลาด เพราะสิ่งที่จะมีความสำคัญกับตลาดในอนาคตคือ Generalist หรือคนที่รู้กว้าง มีทักษะมากกว่าด้านใดด้านเดียว
train/212.txt,ทักษะที่ตอบโจทย์โลกการทำงานอนาคตคืออะไร,"Mindset, Soft Skill และ Hard Skill "
train/212.txt,บริษัท SCG มีอายุกี่ปีแล้ว?,100
train/212.txt,ทักษะ Mindset ที่พูดถึง หมายถึงอย่างไร?,ต้องมีวิธีคิดแบบ “เจ้าของกิจการ”
train/212.txt,สำหรับ ช่างก่ออิฐฉาบปูน ทักษะ Mindset ควรจะเป็นอย่างไร?,มีวิธีคิดว่า สิ่งที่ทำคือการสร้างเกาะคุ้มครองและปกป้องผู้คนในเมืองนี้
train/212.txt,กลุ่มคนทำงานประเภท Early adopter เหมาะกับการทำงานแบบไหน?,เหมาะกับการนำไปอยู่ในฝ่ายที่พัฒนาธุรกิจใหม่
train/212.txt,คนประเภท Early adopter จะทำงานแบบไหนได้ดี?,โปรเจ็กต์มาดึงดูด แล้วใส่ความท้าทาย (challenge )เข้าไปให้แก้ปัญหา
train/212.txt,ถ้าทักษะเป็นสิ่งที่หมดอายุไวมาก แล้วอะไรคือสิ่งที่ไม่มีวันหมดอายุ?,ภูมิปัญญา
train/212.txt,จากบทความ ยุคปฏิวัติอุตสาหกรรม คือยังไง?,เน้นผลิตคนป้อนเข้าสู่สานพานโรงงาน
train/213.txt,Chief Digital Officer ของ SCG CBM คือใคร,อภิรัตน์ หวานชะเอม
train/213.txt,สิ่งที่โลกการทำงานเรียกร้องจากเราคืออะไร,การพร้อมเปลี่ยนทักษะใหม่ตลอดเวลา เพราะทักษะที่ใช้ในการทำงานมันไม่หยุดนิ่ง
train/213.txt,Brand Inside สัมภาษณ์ใคร?,อภิรัตน์ หวานชะเอม
train/214.txt,เด็กแบบไหนที่องค์กรยุคใหม่กำลังมองหา,เด็กที่มีของ
train/214.txt,WEDO เป็นองค์กรแบบไหน,องค์กรที่ต้องการสร้างนวัตกรรม และธุรกิจใหม่ๆ
train/214.txt,รับชมวีดีโอสัมภาษณ์ได้อย่างไร?,รับชมทาง Youtube: https://www.youtube.com/watch?v=eZ1MMadRuiU
train/214.txt,แฮชแท็กในบทความมีอะไรบ้าง?,#shakeachange
train/215.txt,ธุรกิจเดิมก็ดีอยู่ แต่อยากจะสร้าง customer experience ใหม่ ๆ เรียกว่าอะไร,Adjacent
train/215.txt,Dematerialization คืออะไร,ธุรกิจต้องฝึกวิชาตัวเบา ลดค่าใช้จ่าย และเพิ่ม scalability เปิดช่องให้ธุรกิจขยับขยายได้ 
train/215.txt,เช็คลิสต์ “คู่มือเอาตัวรอด” จาก Digital Office มีกี่เรื่องที่ต้องคอยตรวจสอบ?,8
train/215.txt,"ความหมายของ ""Core"" ในเรื่อง “นวัตกรรม” คืออะไร?",การนำนวัตกรรมมาพัฒนาต่อยอดธุรกิจเดิมที่มีอยู่
train/215.txt,"ความหมายของ ""New"" ในเรื่อง “นวัตกรรม” คืออะไร?",การสร้างธุรกิจใหม่ด้วยนวัตกรรมใหม่ ๆ
train/215.txt,ตัวอย่างของ Monetization ในบทความคืออะไร?,subscription model
train/215.txt,ตัวอย่างของ Adjacent ในบทความคืออะไร?,การทำเมนูที่เหมาะกับการ delivery และทานที่บ้าน
train/215.txt,ตัวอย่างของ Core ในบทความคืออะไร?,ร้านอาหารที่เปลี่ยนครัวให้รองรับระบบ online delivery
train/216.txt,การทำ digital transformation ที่เป็นเสมือนอะไร,การขึ้นเครื่องบินลำหนึ่ง ออกมุ่งหน้าค้นหาน่านฟ้าใหม่ๆ และมองหา emergency exit ให้กับองค์กร
train/216.txt,บริษัท มองหาคนรุ่นใหม่ที่เป็น new blood เพื่อทำอะไร,"ทำเรื่องใหม่อย่าง digital transaformation, consulting and digital biz startegy, software delivery, business incubation "
train/216.txt,การก้าวจากการทำ startup มาสู่องค์กรใหญ่ เปลี่ยนไปอย่างไร,การทำงานอย่างเป็นระบบและมีขั้นตอน เน้นสร้าง impact ที่ใหญ่กว่าแลกมากกับการใช้เวลาที่นานกว่า
train/216.txt,พนักงานที่ Digital Office ส่วนใหญ่จบการศึกษามาจากสาขาใด,วิศวะและเศรษฐศาตร์
train/216.txt,อะไรคือสิ่งที่ช่วยยืนยันความเชื่อของผู้เขียนบทความ?,5 คนที่อยู่รอบตัวเราจะมีผลต่อวิธีคิดและการใช้ชีวิตของเรา
train/216.txt,คุณค่าที่ผู้เขียนบทความได้จากการทำงานมากที่สุดที่ Digital Office คืออะไร?,การทำภาพใหญ่ หรือ corporate startegy และโอกาสการ consult จากพี่ๆ
train/216.txt,ข้อดีของการทำ strategic partnerships คืออะไร,เราจะคิดเองเออเองคนเดียวไม่ได้ ทุกส่วนอาศัยประสบการณ์ของพี่ๆ ที่มีความหลายหลายเฉพาะทางในด้านนั้นๆ ทำให้เราได้มีโอกาสเรียนรู้ไปด้วย
train/216.txt,Value Proposition ในวิธีคิดฉบับ Digital Office มีความหมายอย่างไร?,เพื่อให้แน่ใจว่าสิ่งที่กำลังจะทำตอบโจทย์ users จริงๆ หรือหาให้ได้ว่าอะไรคือสิ่งที่เป็น value ของ user
train/216.txt,ตัวอย่างระบบการดูแลพนักงานที่ Digital Office มีอะไรบ้าง,Health center ใจกลางบริษัทที่จะเดินไปหาหมอเมื่อไหร่ก็ได้
train/216.txt,ใน Business Framework ต้องการให้ใครบ้าง เข้าใจภาพการทำงาน และจะช่วยให้ทำงานร่วมกันงานขึ้นในภายหลัง?,ผู้ตัดสินใจ (management) และคนทำงาน (operation)
